"LocationAbbr","LocationDesc","Year","Datasource","TopicDesc","MeasureDesc","SubMeasureDesc","Data_Value","Data_Value_Unit","Data_Value_Type","GeoLocation","Source","TopicTypeId","TopicId","MeasureId","SubMeasureID","SubMeasureIdDisplayOrder"
"MN","Minnesota","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,036","$","Dollars","    (46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MS","Mississippi","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,72","$","Dollars","    (32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MS","Mississippi","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","103,9",,"Pack","    (32.745510099, -89.538030825)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MO","Missouri","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,588","$","Dollars","    (38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MO","Missouri","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","118",,"Pack","    (38.635790776, -92.566300053)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MT","Montana","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,607","$","Dollars","    (47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MT","Montana","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","82,6",,"Pack","    (47.066528972, -109.424420645)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NE","Nebraska","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","86,8",,"Pack","    (41.641040988001, -99.365720623)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NE","Nebraska","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,883","$","Dollars","    (41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NV","Nevada","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,035","$","Dollars","    (39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NV","Nevada","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","103,9",,"Pack","    (39.49324039, -117.071840564)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NH","New Hampshire","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","171,7",,"Pack","    (43.655950113, -71.50036092)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NH","New Hampshire","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,139","$","Dollars","    (43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NJ","New Jersey","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,397","$","Dollars","    (40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NJ","New Jersey","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","63,6",,"Pack","    (40.130570048, -74.273691288)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NM","New Mexico","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,798","$","Dollars","    (34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NM","New Mexico","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","59,7",,"Pack","    (34.520880952, -106.240580985)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NY","New York","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,268","$","Dollars","    (42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NY","New York","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","62,9",,"Pack","    (42.827001032, -75.543970427)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NC","North Carolina","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,573","$","Dollars","    (35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NC","North Carolina","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","113,1",,"Pack","    (35.466220975, -79.159250463)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"ND","North Dakota","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,975","$","Dollars","    (47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ND","North Dakota","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","74,7",,"Pack","    (47.475319779, -100.118421049)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"OH","Ohio","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,654","$","Dollars","    (40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"OH","Ohio","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","104",,"Pack","    (40.060210141, -82.404260056)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"OK","Oklahoma","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,726","$","Dollars","    (35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"OK","Oklahoma","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","111,4",,"Pack","    (35.472031356, -97.521070214)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"OR","Oregon","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","79,9",,"Pack","    (44.567449424, -120.155031326)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"OR","Oregon","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,242","$","Dollars","    (44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"PA","Pennsylvania","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","91,1",,"Pack","    (40.793730152, -77.860700294)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"PA","Pennsylvania","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,801","$","Dollars","    (40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"RI","Rhode Island","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,229","$","Dollars","    (41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"RI","Rhode Island","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","86,9",,"Pack","    (41.708280193, -71.522470314)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"SC","South Carolina","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","109,4",,"Pack","    (33.998821303, -81.045371207)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"SC","South Carolina","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,553","$","Dollars","    (33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"SD","South Dakota","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,729","$","Dollars","    (44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"SD","South Dakota","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","83,5",,"Pack","    (44.353130053, -100.373530637)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"TN","Tennessee","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","115,8",,"Pack","    (35.68094058, -85.774490914)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"TN","Tennessee","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,612","$","Dollars","    (35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"TX","Texas","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,923","$","Dollars","    (31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"TX","Texas","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","67,8",,"Pack","    (31.827240407, -99.426770206)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"UT","Utah","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","43,9",,"Pack","    (39.360700171, -111.587130635)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"UT","Utah","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,129","$","Dollars","    (39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"VT","Vermont","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","94,1",,"Pack","    (43.625381239, -72.517640791)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"VT","Vermont","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,011","$","Dollars","    (43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"VA","Virginia","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","102,1",,"Pack","    (37.542680674, -78.457890463)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"VA","Virginia","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,528","$","Dollars","    (37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WA","Washington","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","55,1",,"Pack","    (47.522278629, -120.47001079)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"WA","Washington","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,598","$","Dollars","    (47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WV","West Virginia","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,537","$","Dollars","    (38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WV","West Virginia","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","112,4",,"Pack","    (38.665510202, -80.712640135)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"WI","Wisconsin","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,128","$","Dollars","    (44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WI","Wisconsin","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","84,4",,"Pack","    (44.393191174, -89.816370742)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"WY","Wyoming","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","104,8",,"Pack","    (43.235541343, -108.109830353)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"WY","Wyoming","1999","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,671","$","Dollars","    (43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AL","Alabama","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","1,956","$","Dollars","    (32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AL","Alabama","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","106,2",,"Pack","    (32.840571122, -86.631860762)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"AK","Alaska","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,276","$","Dollars","    (64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AK","Alaska","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","78,6",,"Pack","    (64.845079957001, -147.722059036)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"AZ","Arizona","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","66",,"Pack","    (34.86597028, -111.763811277)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"AZ","Arizona","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,501","$","Dollars","    (34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AR","Arkansas","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","109,5",,"Pack","    (34.748650124, -92.274490743)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"AR","Arkansas","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,069","$","Dollars","    (34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CA","California","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","52,3",,"Pack","    (37.638640123, -120.999999538)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"CA","California","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,249","$","Dollars","    (37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CO","Colorado","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","2,042","$","Dollars","    (38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CO","Colorado","1998","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","81,2",,"Pack","    (38.843840757, -106.133610921)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
